,rent,run,v_task,v_path
179,100.0,10.0,30.0,300.0
180,100.0,10.0,30.0,300.0
181,100.0,10.0,30.0,300.0
182,100.0,10.0,30.0,300.0
183,100.0,10.0,30.0,300.0
184,100.0,10.0,30.0,300.0
185,100.0,10.0,30.0,300.0
186,100.0,10.0,30.0,300.0
187,100.0,10.0,30.0,300.0
188,100.0,10.0,30.0,300.0
189,100.0,10.0,30.0,300.0
190,100.0,10.0,30.0,300.0
191,100.0,10.0,30.0,300.0
192,100.0,10.0,30.0,300.0
193,100.0,10.0,30.0,300.0
194,100.0,10.0,30.0,300.0
195,100.0,10.0,30.0,300.0
196,100.0,10.0,30.0,300.0
197,100.0,10.0,30.0,300.0
198,100.0,10.0,30.0,300.0
199,100.0,10.0,30.0,300.0
