,rent,run,v_task,v_path
110,100.0,14.0,35.0,371.0
111,100.0,14.0,35.0,371.0
112,100.0,14.0,35.0,371.0
113,100.0,14.0,35.0,371.0
114,100.0,14.0,35.0,371.0
115,100.0,14.0,35.0,371.0
116,100.0,14.0,35.0,371.0
117,100.0,14.0,35.0,371.0
118,100.0,14.0,35.0,371.0
119,100.0,14.0,35.0,371.0
120,100.0,14.0,35.0,371.0
121,100.0,14.0,35.0,371.0
122,100.0,14.0,35.0,371.0
123,100.0,14.0,35.0,371.0
124,100.0,14.0,35.0,371.0
125,100.0,14.0,35.0,371.0
126,100.0,14.0,35.0,371.0
127,100.0,14.0,35.0,371.0
128,100.0,14.0,35.0,371.0
129,100.0,14.0,35.0,371.0
130,100.0,14.0,35.0,371.0
131,100.0,14.0,35.0,371.0
132,100.0,14.0,35.0,371.0
133,100.0,9.0,27.0,212.0
134,100.0,9.0,27.0,212.0
135,100.0,9.0,27.0,212.0
136,100.0,9.0,27.0,212.0
137,100.0,9.0,27.0,212.0
138,100.0,9.0,27.0,212.0
139,100.0,9.0,27.0,212.0
140,100.0,9.0,27.0,212.0
141,100.0,9.0,27.0,212.0
142,100.0,9.0,27.0,212.0
143,100.0,9.0,27.0,212.0
144,100.0,9.0,27.0,212.0
145,100.0,9.0,27.0,212.0
146,100.0,9.0,27.0,212.0
147,100.0,9.0,27.0,212.0
148,100.0,9.0,27.0,212.0
149,100.0,9.0,27.0,212.0
150,100.0,9.0,27.0,212.0
151,100.0,9.0,27.0,212.0
152,100.0,9.0,27.0,212.0
153,100.0,9.0,27.0,212.0
154,100.0,9.0,27.0,212.0
155,100.0,9.0,27.0,212.0
156,100.0,9.0,27.0,212.0
157,100.0,9.0,27.0,212.0
158,100.0,9.0,27.0,212.0
159,100.0,9.0,27.0,212.0
160,100.0,9.0,27.0,212.0
161,100.0,9.0,27.0,212.0
162,100.0,9.0,27.0,212.0
163,100.0,9.0,27.0,212.0
164,100.0,9.0,27.0,212.0
165,100.0,9.0,27.0,212.0
166,100.0,9.0,25.0,251.0
167,100.0,9.0,25.0,251.0
168,100.0,9.0,25.0,251.0
169,100.0,9.0,25.0,251.0
170,100.0,9.0,25.0,251.0
171,100.0,9.0,25.0,251.0
172,100.0,9.0,25.0,251.0
173,100.0,9.0,25.0,251.0
174,100.0,9.0,25.0,251.0
175,100.0,9.0,25.0,251.0
176,100.0,9.0,25.0,251.0
177,100.0,9.0,25.0,251.0
178,100.0,9.0,25.0,251.0
179,100.0,9.0,25.0,251.0
180,100.0,9.0,25.0,251.0
181,100.0,9.0,25.0,251.0
182,100.0,9.0,25.0,251.0
183,100.0,9.0,25.0,251.0
184,100.0,9.0,25.0,251.0
185,100.0,9.0,25.0,251.0
186,100.0,9.0,25.0,251.0
187,100.0,9.0,25.0,251.0
188,100.0,9.0,25.0,251.0
189,100.0,9.0,25.0,251.0
190,100.0,9.0,25.0,251.0
191,100.0,9.0,25.0,251.0
192,100.0,9.0,25.0,251.0
193,100.0,9.0,25.0,251.0
194,100.0,9.0,25.0,251.0
195,100.0,9.0,25.0,251.0
196,100.0,9.0,25.0,251.0
197,100.0,9.0,25.0,251.0
198,100.0,9.0,25.0,251.0
199,100.0,9.0,25.0,251.0
