,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,q,alpha,lambda,S
10,463.79,484.83,342.65,215.14,157.69,392.83,208.46,210.74,331.0,440.7,0.0,672.94,258.37,315.16,80.62,446.79,407.54,290.37,167.3,573.47,607.56,445.59,506.87,511.81,577.21,1.41,354.11,527.59,75.45,324.24,688.17,697.35,585.72,797.74,274.87,545.3,321.7,221.08,445.09,29.21,173.35,541.23,76.22,381.38,163.11,418.81,561.42,443.65,318.42,272.72,542.69,716.06,650.28,798.18,404.47,381.01,321.49,133.69,236.32,165.16,151.56,495.36,741.38,60.08,241.67,56.64,339.31,143.53,397.42,381.84,584.02,741.67,134.53,847.28,367.7,729.18,357.27,108.23,108.23,574.32,290.76,691.12,127.26,693.7,357.07,718.68,448.09,213.22,141.77,630.8,355.69,611.5,402.38,820.04,297.83,739.9,241.23,568.5,685.74,733.52,451.0,0.0,15.0,1.0,98.0
11,289.7,843.78,1003.39,483.01,687.14,460.93,803.13,883.13,355.71,940.38,672.94,0.0,486.58,895.66,615.23,560.92,949.08,384.34,603.24,131.89,617.42,234.25,625.98,166.86,381.32,671.75,545.31,334.55,647.64,896.91,85.38,402.08,332.93,357.62,400.13,527.91,897.57,805.03,468.8,646.8,508.26,640.61,715.44,928.42,510.78,1039.37,439.9,586.42,615.88,920.18,143.03,391.22,360.82,371.61,876.77,923.14,403.03,637.36,460.16,564.64,596.31,228.41,452.25,621.93,446.28,719.66,807.53,594.17,851.19,936.92,964.82,419.08,637.76,448.47,925.68,201.49,874.49,591.98,756.49,134.16,383.54,275.73,644.85,386.1,845.88,68.0,867.1,641.08,568.84,541.08,856.84,270.51,884.56,300.93,426.06,387.38,493.47,224.2,516.24,479.05,249.9,0.0,10.0,1.0,25.0
12,224.18,404.59,594.74,235.92,206.17,138.71,458.03,440.7,246.47,462.22,258.37,486.58,0.0,409.44,253.33,223.08,464.49,191.6,123.49,425.33,380.01,304.65,299.3,354.3,318.92,256.96,436.38,478.86,284.9,573.84,477.29,439.12,329.8,544.18,187.3,302.06,571.99,468.19,472.33,229.63,202.0,332.45,329.8,626.83,172.42,677.15,304.82,531.64,448.22,530.35,343.98,664.45,599.32,543.47,401.47,437.99,295.3,319.39,66.48,278.96,298.3,383.59,707.82,240.39,219.48,315.01,328.5,288.95,378.79,450.97,527.01,695.14,320.34,589.73,439.45,493.66,390.82,251.1,366.07,364.14,189.2,599.7,320.47,644.76,365.33,516.1,406.6,382.1,258.31,658.27,374.76,528.41,407.46,574.74,287.04,482.59,287.21,466.26,690.52,712.3,335.9,0.0,14.0,1.0,86.0
13,626.34,284.7,390.48,512.27,213.22,479.1,437.87,238.42,603.35,149.63,315.16,895.66,409.44,0.0,394.37,451.69,97.94,550.87,294.63,824.51,574.09,697.09,464.4,755.09,665.66,315.24,669.27,824.67,388.93,522.15,885.14,775.48,695.69,905.68,538.28,560.43,517.61,453.65,757.49,321.6,464.01,490.13,351.6,581.88,440.56,526.6,622.47,758.02,630.09,392.23,753.35,1016.09,949.44,900.44,152.2,76.4,615.83,445.59,440.51,478.53,466.72,765.08,1046.85,371.09,527.79,319.86,146.37,458.6,167.76,69.46,331.34,1043.6,446.31,926.2,55.9,888.86,89.89,420.46,344.08,773.05,549.94,975.66,437.95,994.22,122.64,925.04,218.84,521.83,453.4,945.17,108.3,898.02,141.89,955.11,595.06,827.88,548.61,845.3,998.1,1041.78,717.13,0.0,12.0,1.0,46.0
14,432.53,543.89,388.58,141.01,218.69,392.04,210.28,279.3,264.2,515.1,80.62,615.23,253.33,394.37,0.0,464.46,485.13,231.2,198.57,508.49,625.56,383.24,532.23,450.63,563.57,80.26,275.78,449.23,34.83,323.8,638.09,682.22,565.32,771.55,215.39,553.81,322.42,218.49,364.54,74.65,107.0,566.72,100.24,374.55,109.29,441.97,556.45,367.49,247.01,308.15,491.77,636.63,571.12,773.59,474.83,458.21,245.72,72.06,212.0,84.6,74.63,425.52,661.1,24.7,172.41,108.02,406.21,65.44,465.15,460.11,649.35,661.89,73.06,828.14,445.98,689.49,431.38,28.16,141.4,526.41,232.22,615.22,70.26,614.22,427.69,665.19,513.42,149.4,61.47,550.88,427.82,535.47,473.84,785.67,221.33,720.76,161.6,495.53,605.23,652.97,383.2,0.0,10.0,1.0,27.0
15,275.41,292.41,749.36,458.02,325.41,116.21,655.15,580.18,444.0,428.67,446.79,560.92,223.08,451.69,464.46,0.0,460.84,395.64,279.83,549.86,161.4,457.8,80.23,482.97,229.05,445.49,657.05,661.66,492.14,771.02,517.37,327.33,270.07,463.49,396.17,110.42,768.46,667.37,682.13,421.71,425.03,110.86,522.92,827.83,395.05,853.57,175.93,751.05,671.3,701.72,428.72,833.01,772.13,456.21,364.64,441.57,504.58,534.51,286.57,500.73,517.93,542.6,883.54,447.0,438.12,500.37,315.6,508.21,336.05,461.06,408.26,864.8,535.49,475.58,454.86,481.41,389.92,467.42,552.6,426.93,392.78,748.6,534.22,815.87,352.48,563.78,332.01,602.2,478.76,860.72,367.54,688.57,375.84,524.64,500.84,381.03,508.98,620.59,883.85,893.75,500.66,0.0,9.0,1.0,17.0
16,669.65,234.23,474.27,595.58,287.14,510.35,535.62,332.24,677.56,63.57,407.54,949.08,464.49,97.94,485.13,460.84,0.0,623.28,361.23,888.0,560.82,763.11,456.43,817.44,685.76,407.49,760.87,904.23,482.33,617.76,930.79,788.13,720.89,923.69,611.85,563.87,613.14,551.38,845.24,411.1,546.7,476.88,448.23,676.98,521.0,613.0,636.45,851.19,724.69,484.68,806.05,1095.86,1029.13,916.85,103.73,27.78,696.53,539.72,505.11,568.35,558.64,835.47,1129.28,461.21,607.63,416.17,147.76,550.13,130.74,29.12,249.83,1124.18,540.48,934.8,42.05,923.05,75.11,510.24,441.84,821.75,622.03,1049.08,532.38,1074.33,109.18,972.85,164.79,617.05,542.54,1034.44,95.26,972.82,90.97,980.34,677.04,841.87,634.9,917.04,1085.18,1125.85,787.18,0.0,15.0,1.0,97.0
17,237.07,594.25,619.75,110.32,338.25,285.55,427.98,501.1,56.08,632.51,290.37,384.34,191.6,550.87,231.2,395.64,623.28,0.0,262.55,284.03,537.26,155.39,475.61,221.47,397.25,289.25,274.05,289.66,264.25,531.5,408.37,505.15,383.16,569.65,15.81,446.22,531.3,432.23,286.5,265.68,124.62,506.21,331.44,572.12,127.28,664.83,412.42,362.27,310.54,538.13,262.35,478.6,412.48,574.46,576.33,595.63,109.14,261.58,128.7,191.67,222.87,214.44,518.97,237.69,72.35,335.44,501.73,218.43,556.71,604.69,715.6,508.52,262.15,637.83,591.64,468.79,554.19,209.06,372.59,298.99,3.0,425.84,267.93,458.09,535.25,434.17,590.51,287.07,189.53,468.31,541.91,349.74,580.36,570.64,109.0,533.65,144.45,294.5,498.93,521.91,166.93,0.0,14.0,1.0,74.0
18,347.67,357.24,483.07,253.65,84.05,237.93,375.76,322.37,317.53,370.6,167.3,603.24,123.49,294.63,198.57,279.83,361.23,262.55,0.0,530.07,440.32,403.29,340.04,460.49,430.22,166.03,446.0,547.9,220.33,491.37,598.87,549.74,446.93,662.33,251.79,380.76,488.75,388.33,508.7,143.61,206.12,374.49,243.52,548.68,175.41,577.31,405.88,542.49,435.79,426.62,462.05,738.86,672.3,660.59,316.56,333.7,344.4,270.6,145.91,258.71,265.41,474.27,775.81,177.01,256.07,220.57,242.12,255.22,299.29,343.76,471.5,768.06,271.6,702.27,331.1,617.07,291.65,210.24,272.84,484.91,261.18,688.04,268.15,717.81,273.79,636.45,339.18,346.77,232.43,699.85,279.74,612.29,319.61,696.63,328.11,596.26,301.2,555.82,742.47,775.39,425.99,0.0,14.0,1.0,81.0
19,277.89,813.34,892.77,370.42,611.72,437.92,685.29,783.95,244.3,887.54,573.47,131.89,425.33,824.51,508.49,549.86,888.0,284.03,530.07,0.0,638.49,129.19,623.73,71.18,416.54,572.4,414.24,208.41,538.93,774.15,200.77,470.49,374.2,458.96,299.14,543.11,775.1,685.97,337.36,549.48,402.37,644.52,607.6,802.89,410.59,919.7,466.25,454.81,486.07,807.13,135.65,307.38,261.24,470.88,826.39,861.0,280.47,521.93,384.21,449.32,480.46,97.62,366.2,518.48,336.22,615.62,753.79,479.53,802.96,872.59,936.62,338.5,522.22,547.39,860.34,309.49,815.25,483.27,647.97,163.57,284.0,204.6,529.97,296.18,790.63,198.81,826.48,517.91,456.99,424.32,799.83,166.21,832.66,416.65,304.73,469.31,373.48,104.24,410.04,387.15,127.44,0.0,13.0,1.0,62.0
20,363.94,346.45,901.15,611.0,479.54,252.72,816.02,730.27,580.13,515.19,607.56,617.42,380.01,574.09,625.56,161.4,560.82,537.26,440.32,638.49,0.0,569.51,111.07,579.17,237.39,606.27,806.61,781.22,653.5,931.7,555.53,277.95,286.74,417.26,540.34,96.61,929.06,828.4,820.76,582.84,581.38,84.31,683.76,988.84,552.36,1010.24,177.52,898.42,826.38,858.13,505.6,938.36,881.93,405.32,457.6,547.1,645.95,695.24,440.26,658.95,677.42,652.13,992.98,608.34,587.67,660.55,428.8,667.84,430.09,568.06,433.9,970.23,696.22,398.41,564.99,487.12,498.68,627.81,712.62,490.97,534.29,842.87,695.16,923.41,460.12,602.46,406.49,761.55,637.82,991.0,475.93,792.38,470.18,496.07,645.49,329.51,661.08,723.41,1006.51,1007.22,615.85,0.0,13.0,1.0,59.0
21,209.8,702.8,770.29,248.85,483.98,341.88,568.97,656.3,121.46,765.57,445.59,234.25,304.65,697.09,383.24,457.8,763.11,155.39,403.29,129.19,569.51,0.0,535.94,67.68,373.84,444.49,335.7,212.92,414.85,664.42,273.01,456.75,342.05,484.11,170.75,472.97,664.9,571.11,290.37,421.07,276.37,560.96,483.14,698.31,282.49,805.44,410.86,398.76,397.56,686.33,138.44,375.22,314.84,492.63,705.75,735.87,174.16,403.11,258.04,330.39,362.08,84.81,426.36,391.77,212.51,489.35,632.22,359.92,683.41,746.76,826.21,407.0,403.51,564.58,734.27,356.14,691.25,359.07,523.96,180.09,155.21,297.24,410.62,358.17,668.23,290.55,710.36,409.7,334.93,430.49,676.7,231.47,711.35,464.4,195.23,470.49,260.77,164.94,438.31,438.47,47.68,0.0,10.0,1.0,23.0
22,346.67,256.63,791.62,535.14,372.08,195.62,714.93,620.44,524.22,414.89,506.87,625.98,299.3,464.4,532.23,80.23,456.43,475.61,340.04,623.73,111.07,535.94,0.0,558.23,269.0,505.63,735.05,741.23,557.97,829.79,576.03,346.32,315.6,487.08,475.85,118.15,826.94,727.88,762.11,483.63,500.3,34.53,582.96,887.92,469.67,902.98,208.28,829.57,746.74,750.89,498.73,910.93,850.65,477.51,354.49,441.02,584.45,603.4,364.15,574.01,589.49,620.66,962.13,513.27,516.58,558.14,320.08,579.58,326.31,461.71,360.91,942.78,604.4,484.23,457.81,527.6,391.45,537.49,609.73,493.12,472.76,824.36,602.44,894.11,352.88,623.04,309.26,673.71,551.09,940.95,368.63,766.01,366.77,557.07,580.26,400.55,586.34,697.7,963.81,972.87,579.45,0.0,13.0,1.0,62.0
23,215.52,742.88,837.92,316.48,542.7,369.64,636.27,722.54,189.04,816.48,511.81,166.86,354.3,755.09,450.63,482.97,817.44,221.47,460.49,71.18,579.17,67.68,558.23,0.0,365.92,510.68,390.75,226.02,482.41,730.62,211.62,433.66,327.57,442.74,237.07,482.96,731.19,638.19,331.16,486.79,343.68,580.34,550.63,763.32,348.75,872.53,411.01,445.03,456.83,754.0,95.52,359.58,305.95,452.82,755.25,790.52,237.84,470.62,314.58,397.86,429.51,89.81,415.59,458.72,280.18,556.39,682.71,427.48,731.78,802.33,866.24,391.37,471.0,527.36,790.18,304.55,744.5,426.64,591.49,134.62,221.05,266.19,478.17,345.53,719.63,225.06,755.41,475.21,402.6,448.0,728.92,213.81,761.55,413.67,260.17,440.02,326.96,145.1,444.7,432.67,88.87,0.0,13.0,1.0,66.0
24,168.15,518.51,911.87,497.11,501.17,193.98,772.82,752.43,423.18,656.84,577.21,381.32,318.92,665.66,563.57,229.05,685.76,397.25,430.22,416.54,237.39,373.84,269.0,365.92,0.0,575.8,668.37,584.87,597.22,887.33,318.21,120.22,49.41,240.03,406.38,155.35,885.86,781.84,654.28,548.34,484.85,274.09,647.43,937.44,463.92,995.83,62.17,750.04,707.57,849.24,280.92,722.94,671.68,235.31,592.36,664.85,495.01,622.04,351.71,566.18,592.5,448.83,780.43,554.48,464.01,633.83,538.54,584.72,563.89,683.44,628.95,754.39,622.9,272.07,675.97,258.72,612.88,555.06,684.58,259.62,394.36,620.3,625.08,710.21,576.64,365.2,561.0,670.45,552.47,804.28,591.1,578.42,603.19,295.75,502.74,166.43,539.81,510.44,808.52,798.48,421.47,0.0,11.0,1.0,35.0
25,462.41,484.11,344.03,214.36,156.89,391.43,209.75,211.86,330.0,440.47,1.41,671.75,256.96,315.24,80.26,445.49,407.49,289.25,166.03,572.4,606.27,444.49,505.63,510.68,575.8,0.0,354.03,526.93,75.72,325.54,686.9,695.94,584.31,796.33,273.76,543.95,323.01,222.34,444.78,27.8,172.42,540.0,77.49,382.65,162.0,420.22,560.02,443.71,318.64,274.13,541.44,715.47,649.67,796.77,404.07,380.94,320.73,133.99,234.93,164.83,151.49,494.4,740.9,59.46,240.75,58.05,338.77,143.4,396.92,381.84,583.47,741.12,134.83,845.87,367.7,727.83,357.02,107.78,109.62,573.03,289.64,690.33,127.63,693.12,356.67,717.44,447.53,213.59,141.32,630.6,355.35,610.72,402.02,818.66,297.11,738.48,240.69,567.62,685.44,733.09,450.0,0.0,12.0,1.0,53.0
26,503.04,803.2,561.22,201.11,488.6,553.93,337.38,517.12,246.29,790.11,354.11,545.31,436.38,669.27,275.78,657.05,760.87,274.05,446.0,414.24,806.61,335.7,735.05,390.75,668.37,354.03,0.0,252.98,281.28,392.26,602.03,770.77,649.47,816.63,268.15,718.06,394.59,330.95,114.0,350.14,242.71,767.6,332.29,406.69,274.64,545.75,686.33,96.77,78.85,471.22,474.14,407.24,349.52,824.02,747.26,733.98,174.32,227.72,370.92,193.98,202.55,316.94,415.82,299.9,219.21,358.94,676.33,210.79,735.38,735.66,915.42,425.98,227.18,893.16,721.52,691.73,706.39,251.46,358.93,515.8,277.04,426.38,236.38,385.11,700.61,610.28,780.76,166.03,220.68,279.72,701.78,353.54,747.14,800.1,165.89,793.44,149.72,347.17,341.01,400.22,301.89,0.0,9.0,1.0,18.0
27,422.66,883.18,798.25,314.4,617.1,545.63,576.39,724.58,233.62,918.32,527.59,334.55,478.86,824.67,449.23,661.66,904.23,289.66,547.9,208.41,781.22,212.92,741.23,226.02,584.87,526.93,252.98,0.0,470.49,643.32,408.95,659.33,550.1,663.93,297.83,684.87,645.37,572.65,148.72,511.5,361.37,768.12,535.63,659.66,384.17,796.04,623.68,263.37,331.75,708.44,321.26,191.64,124.91,675.02,864.04,876.45,208.97,433.24,418.16,369.69,394.85,137.3,229.32,467.52,297.01,553.86,789.42,398.34,845.31,883.49,1004.98,220.22,433.14,750.67,869.91,517.3,838.06,421.09,571.06,358.62,291.67,175.39,442.4,170.14,821.69,402.55,880.09,399.06,388.3,222.0,827.34,100.57,867.44,624.95,230.83,665.82,288.2,111.22,225.49,233.95,165.7,0.0,14.0,1.0,87.0
28,467.31,556.12,355.76,169.19,228.63,423.51,175.93,254.42,294.81,516.14,75.45,647.64,284.9,388.93,34.83,492.14,482.33,264.25,220.33,538.93,653.5,414.85,557.97,482.41,597.22,75.72,281.28,470.49,0.0,290.17,671.86,716.12,599.62,806.25,248.47,583.85,288.65,184.61,377.03,82.46,139.65,592.5,68.73,341.99,143.95,407.15,588.96,369.12,243.0,274.17,525.55,655.54,590.7,808.22,479.53,455.99,271.09,58.31,245.98,100.9,80.13,454.04,677.42,45.22,202.83,83.43,413.4,73.93,471.83,456.28,657.86,679.89,59.17,862.45,442.15,724.17,432.73,55.79,109.14,560.53,265.38,639.07,52.39,633.03,432.14,698.41,521.81,138.2,84.01,559.73,431.0,559.34,477.62,820.49,246.2,755.03,182.48,522.0,616.83,667.71,412.84,0.0,11.0,1.0,32.0
29,752.84,770.01,211.23,422.04,464.61,711.84,116.28,286.23,544.72,671.51,324.24,896.91,573.84,522.15,323.8,771.02,617.76,531.5,491.37,774.15,931.7,664.42,829.79,730.62,887.33,325.54,392.26,643.32,290.17,0.0,934.99,1006.0,888.65,1092.35,516.76,868.57,5.0,105.69,505.2,349.91,413.69,863.97,248.17,61.0,427.77,153.73,878.53,425.73,313.96,143.95,791.09,795.57,740.67,1095.11,659.62,598.51,494.3,271.59,535.8,339.84,308.7,678.89,796.08,333.71,460.46,271.64,613.05,313.75,663.27,588.65,846.58,811.33,270.9,1151.31,576.51,1000.23,599.36,334.52,220.33,829.41,533.41,818.02,266.59,773.96,615.8,954.97,718.17,256.25,344.48,632.83,607.97,743.38,652.8,1100.83,470.88,1044.07,403.71,727.68,704.39,774.93,648.13,0.0,7.0,1.0,4.0
30,261.2,806.78,1026.03,514.34,682.7,427.79,835.42,895.48,390.37,916.55,688.17,85.38,477.29,885.14,638.09,517.37,930.79,408.37,598.87,200.77,555.53,273.01,576.03,211.62,318.21,686.9,602.03,408.95,671.86,934.99,0.0,323.45,268.82,272.24,423.99,470.7,935.23,838.82,535.26,660.6,532.63,587.08,737.85,970.62,530.09,1072.45,379.32,651.69,668.38,946.03,146.32,476.46,444.54,286.27,851.98,905.86,447.13,668.71,462.29,597.01,628.73,289.91,537.49,641.62,476.25,738.35,785.83,625.31,825.28,921.05,925.27,504.43,669.22,363.1,910.63,116.16,855.71,617.16,779.08,114.76,406.99,361.09,675.49,471.0,824.71,47.17,836.11,681.8,597.54,621.16,836.74,352.71,860.69,218.08,468.11,304.73,532.4,301.24,599.34,564.0,300.38,0.0,13.0,1.0,61.0
31,268.61,602.9,1031.88,609.11,619.07,312.41,891.92,871.64,524.51,754.07,697.35,402.08,439.12,775.48,682.22,327.33,788.13,505.15,549.74,470.49,277.95,456.75,346.32,433.66,120.22,695.94,770.77,659.33,716.12,1006.0,323.45,0.0,122.0,141.13,515.69,228.97,1004.63,900.66,745.43,668.45,600.25,340.53,767.26,1055.34,580.77,1115.89,153.01,847.55,815.25,969.45,339.71,776.11,731.64,131.19,690.82,768.85,596.44,739.14,470.21,681.09,708.32,522.14,835.88,673.77,574.46,753.97,642.73,700.87,662.19,788.22,704.03,806.49,739.97,153.1,781.73,227.69,717.13,672.75,804.61,306.97,502.39,666.18,742.52,766.2,679.8,366.13,652.69,784.52,668.65,881.27,694.81,636.66,702.32,218.29,606.85,54.33,649.33,571.91,877.16,857.62,503.02,0.0,15.0,1.0,95.0
